"Place","Datetime","Fire","PM2.5","PM10","NO","NO2","NOx","CO","CO2","O2","Temper","Humid"
"Ho Chi Minh City","7/1/2023 18:00","Fire","92.19","64.69","73.01","76.58","61.86","127.03","86.58","17.51","98.11","82.93"
"Ho Chi Minh City","7/1/2023 18:05","Fire","84.78","58.77","55.8","95.25","76.51","119.42","99.55","6.78","155.11","97.03"
"Ho Chi Minh City","7/1/2023 18:10","Fire","65.89","68.98","90.24","82.76","79.91","139.3","112.65","11.2","122.42","93.43"
"Ho Chi Minh City","7/1/2023 18:15","Fire","68.58","60.92","69.8","91.7","61.09","114.97","90.34","15.3","137.34","88.83"
"Ho Chi Minh City","7/1/2023 18:20","Fire","91.75","59.53","80.01","60.05","99.72","95.22","96.09","6.9","190.58","84.04"
"Ho Chi Minh City","7/1/2023 18:25","Fire","95.03","57.17","71.35","72.29","90.05","128.43","90.81","8.32","184.14","67.12"
"Ho Chi Minh City","7/1/2023 18:30","Fire","84.35","71.78","88.23","79.11","99.17","140.49","122.86","18.86","187.69","88.16"
"Ho Chi Minh City","7/1/2023 18:35","Fire","91.62","63.17","96.53","63.87","74.7","117.91","127.6","5.58","126.93","78.64"
"Ho Chi Minh City","7/1/2023 18:40","Fire","99.97","64.56","77.35","69.86","90.54","144.29","118.73","19.22","131.26","81.24"
"Ho Chi Minh City","7/1/2023 18:45","Fire","94.55","78.54","78.31","62.68","85.26","147.35","146.05","9.66","105.14","94.99"
"Ho Chi Minh City","7/1/2023 18:50","Fire","65.36","86.45","81.65","76.34","72.7","132.83","76.29","19.61","128.27","73.69"
"Ho Chi Minh City","7/1/2023 18:55","Fire","82.13","66.45","87.58","89.21","87.77","142.06","72.95","9.85","166.27","78.52"
"Ho Chi Minh City","7/1/2023 19:00","Fire","67.2","84.96","65.42","74.14","84.87","147.72","95.91","19.69","196.03","94.1"
"Ho Chi Minh City","7/1/2023 19:05","Fire","78.56","69.4","59.58","99.12","83.35","129.17","106.32","18.83","113.41","67.4"
"Ho Chi Minh City","7/1/2023 19:10","Fire","70.97","86.72","61.54","83.72","90.23","87.46","119.23","13.27","149.19","85.36"
"Ho Chi Minh City","7/1/2023 19:15","Fire","87.51","76.87","71.59","80.38","98.43","135.08","80.57","14.79","123.01","66.67"
"Ho Chi Minh City","7/1/2023 19:20","Fire","87","82.27","94.85","73.22","66.24","85.98","91.1","9.33","164.89","81.66"
"Ho Chi Minh City","7/1/2023 19:25","Fire","74.09","85.07","59.43","83.35","81.88","84.99","81.34","17.03","176.26","91.16"
"Ho Chi Minh City","7/1/2023 19:30","Fire","87.33","80.5","91.44","86.8","64.71","115.98","129.14","16.3","159.6","87.3"
"Ho Chi Minh City","7/1/2023 19:35","Fire","90.03","67.92","76.28","89.45","61.28","116.99","130.3","10.03","140.78","91.51"
"Ho Chi Minh City","7/1/2023 19:40","Fire","75.45","79.93","89.95","79.19","61.98","128.07","137.58","14.49","93.55","77.34"
"Ho Chi Minh City","7/1/2023 19:45","Fire","93.64","56.94","69.45","77.36","95.03","118.47","96.68","15.27","146.89","75.11"
"Ho Chi Minh City","7/1/2023 19:50","Fire","70.12","66.64","62.37","91.39","65.71","145.02","101.86","13.14","175.03","93.14"
"Ho Chi Minh City","7/1/2023 19:55","Fire","84.01","81.45","61.59","78.44","84.73","107.84","98.36","7.83","159.67","70.67"
"Ho Chi Minh City","7/1/2023 20:00","Fire","70.85","62.04","63.57","99.18","68.69","88.18","95.52","10.44","162.78","73.51"
"Ho Chi Minh City","7/1/2023 20:05","Fire","98.42","71.31","96.56","95.24","86.78","132.67","95.93","9.57","162.54","79.96"
"Ho Chi Minh City","7/1/2023 20:10","Fire","92.39","72.09","70.13","98.23","61.03","73.59","136.8","6.12","110.03","94.19"
"Ho Chi Minh City","7/1/2023 20:15","Fire","67.55","88.42","60.87","91.92","73.51","132.89","130.25","10.41","143.33","98.74"
"Ho Chi Minh City","7/1/2023 20:20","Fire","69.52","64.4","82.68","74.59","76.79","132.46","124.8","12.53","97.69","67.93"
"Ho Chi Minh City","7/1/2023 21:00","Non","39.66","10.67","22.62","18.96","26.51","27.32","28.92","97.79","21.64","26.81"
"Ho Chi Minh City","7/1/2023 22:00","Fire","89.93","69.58","80.45","74.94","69.43","82.28","144.15","11.3","186.28","77.73"
"Ho Chi Minh City","7/1/2023 23:00","Non","39.3","22.76","13.97","18.43","23.01","18.07","27.12","69.18","27.54","22.01"
"Ho Chi Minh City","7/2/2023 0:00","Fire","74.62","68.34","98.17","82.13","85.25","87.45","70.3","16.9","106.86","78.42"
"Ho Chi Minh City","7/2/2023 0:05","Fire","87.11","61.29","70.16","97.45","76.78","133.78","125.85","14.91","107.19","90.72"
"Ho Chi Minh City","7/2/2023 0:10","Fire","76.32","88.55","97.65","73.6","74.16","140.11","76.75","19.25","166.61","73.85"
"Ho Chi Minh City","7/2/2023 0:15","Fire","96.38","82.28","88.34","95.97","95.76","143.87","123.6","12.85","143.09","87.61"
"Ho Chi Minh City","7/2/2023 0:20","Fire","70.66","88.23","56.77","80.86","73.07","110.99","97.08","5.19","181.77","96.76"
"Ho Chi Minh City","7/2/2023 0:25","Fire","72.46","84.22","85.39","76.99","99.13","119.85","143.34","19.59","90.27","81.65"
"Ho Chi Minh City","7/2/2023 1:00","Non","26.57","17.1","16.01","15.47","19.04","11.06","22.33","90.21","31.49","21.29"
"Ho Chi Minh City","7/2/2023 2:00","Non","36.42","21.47","12.83","22.09","22.5","20.96","12.16","82.22","22.89","28.13"
"Ho Chi Minh City","7/2/2023 3:00","Fire","83.91","64.52","76.18","93.33","90.56","121.02","94.27","12.58","107.56","72.68"
"Ho Chi Minh City","7/2/2023 3:05","Fire","71.53","87.2","73.61","86.06","96.43","101.84","103.59","14.86","138.06","90.24"
"Ho Chi Minh City","7/2/2023 3:10","Fire","66.26","64.32","63.05","81.69","89.75","144.58","109.03","8.45","136.14","83.28"
"Ho Chi Minh City","7/2/2023 3:15","Fire","81.99","67.26","95.55","93.17","91.24","83.21","97.95","13.7","109.12","81.03"
"Ho Chi Minh City","7/2/2023 3:20","Fire","70.02","70.03","87.61","94.4","60.38","108.77","137.9","8.62","92.02","90.56"
"Ho Chi Minh City","7/2/2023 3:25","Fire","70.13","55.91","67.43","65.45","78.12","87.14","82.23","14.08","107.59","92.22"
"Ho Chi Minh City","7/2/2023 3:30","Fire","87.76","88.91","55.38","94.24","67.85","145.63","139.56","17.15","141.91","76.57"
"Ho Chi Minh City","7/2/2023 3:35","Fire","91","66.82","77.3","65.63","65.34","116.69","146.84","19.34","182.25","65.23"
"Ho Chi Minh City","7/2/2023 4:00","Non","26.95","23.85","24.24","29.55","26.42","29.29","25.39","84.27","29.07","22.94"
"Ho Chi Minh City","7/2/2023 5:00","Fire","67.75","84.29","59.55","99.86","74.74","132.56","113.09","13.54","123.6","91.39"
"Ho Chi Minh City","7/2/2023 5:05","Fire","89.71","65.28","94.68","84.83","94.03","116.76","85.66","7.22","159.73","90.86"
"Ho Chi Minh City","7/2/2023 5:10","Fire","98.99","85.22","88.58","64.17","75.97","96.29","84.65","16.64","180.65","95.14"
"Ho Chi Minh City","7/2/2023 5:15","Fire","93.98","71.44","85.25","75.95","89.68","94.72","111.68","11.87","180.03","88.29"
"Ho Chi Minh City","7/2/2023 5:20","Fire","68.46","82.39","73.24","83.7","86.59","83.7","141.5","12.1","132.78","68.11"
"Ho Chi Minh City","7/2/2023 6:00","Non","24.99","24.68","10.23","24.64","20.89","17.22","25.59","95.29","24.45","28.3"
"Ho Chi Minh City","7/2/2023 7:00","Fire","65.83","73.77","90.45","89.85","60.38","149.97","84.07","11.16","152.47","90.71"
"Ho Chi Minh City","7/2/2023 7:05","Fire","99.18","65.67","79.25","82.88","97.84","76.71","117.76","6.22","130.04","66.53"
"Ho Chi Minh City","7/2/2023 8:00","Non","20.35","29.68","21.82","28.48","23.37","25.79","18.28","78.57","24.69","25.76"
"Ho Chi Minh City","7/2/2023 9:00","Fire","83.44","68.43","89.95","91.35","66.55","97.18","95.42","8.53","103.16","99.18"
"Ho Chi Minh City","7/2/2023 9:05","Fire","95.71","73.33","89.04","72.04","61.17","118.75","132.45","13.24","106.19","87.52"
"Ho Chi Minh City","7/2/2023 9:10","Fire","94.96","63.65","69.93","82.99","64.32","93.64","125.07","10.28","197.22","83.34"
"Ho Chi Minh City","7/2/2023 9:15","Fire","72.09","87.09","66.19","77.88","65.73","70.21","76.71","6.06","152.97","85.71"
"Ho Chi Minh City","7/2/2023 10:00","Non","36","11.18","17.65","17.99","21.71","24.35","23.57","91.12","22.02","23.42"
"Ho Chi Minh City","7/2/2023 11:00","Fire","97.54","75.04","95.33","60.82","86.66","120.2","76.61","10.27","117.4","94.19"
"Ho Chi Minh City","7/2/2023 12:00","Non","39.69","23.06","20.43","25.28","21.55","12.32","22.27","86.17","32.85","26.36"
"Ho Chi Minh City","7/2/2023 13:00","Fire","91.24","62.59","90.77","87.81","91.31","112.57","92.35","5.69","189.18","73.55"
"Ho Chi Minh City","7/2/2023 13:05","Fire","82.24","64.94","67.96","87.35","69.9","103.68","131.4","9.16","106.07","93.8"
"Ho Chi Minh City","7/2/2023 13:10","Fire","83.08","78.31","92.82","84.36","60.03","81.24","104.23","10.33","181.17","84.4"
"Ho Chi Minh City","7/2/2023 13:15","Fire","97","65.14","66.21","78.62","62.13","114.3","145.6","15.56","165.98","94.78"
"Ho Chi Minh City","7/2/2023 14:00","Non","26.98","20.97","18.06","25.86","24.07","26.72","29.24","67.31","29.34","20.29"
"Ho Chi Minh City","7/2/2023 15:00","Fire","99.88","55.31","97.83","93.65","93.83","92.77","73.35","8.33","158.62","77.78"
"Ho Chi Minh City","7/2/2023 15:05","Fire","97.09","70.65","55.82","71.54","71.76","139.28","138.47","17.1","159.63","87.22"
"Ho Chi Minh City","7/2/2023 15:10","Fire","97.29","86.75","94.74","71.76","85.05","113.48","93.94","7.28","122.36","79.06"
"Ho Chi Minh City","7/2/2023 15:15","Fire","73.2","83.44","94.5","61.44","71.93","125.4","98.04","6.62","155.38","73.9"
"Ho Chi Minh City","7/2/2023 15:20","Fire","92.29","71.12","84.4","82.56","61.7","148.64","116.17","13.8","97.43","79.5"
"Ho Chi Minh City","7/2/2023 15:25","Fire","69.54","72.16","76.51","72.93","71.21","74.55","108.87","6.91","187.79","73.56"
"Ho Chi Minh City","7/2/2023 15:30","Fire","81.88","56.88","67.13","77.05","88.04","134.6","95.15","16.23","120.95","90.27"
"Ho Chi Minh City","7/2/2023 16:00","Non","33.63","20.82","25.76","16.42","20.32","24.35","24.36","89.29","22.09","26.88"
"Ho Chi Minh City","7/2/2023 17:00","Fire","81.03","66.24","72.06","82.55","77.77","89.42","133.65","9.8","109.68","96.32"
"Ho Chi Minh City","7/2/2023 17:05","Fire","85.58","87.55","84","87.24","92.72","89.93","72.9","18.35","102.68","98.75"
"Ho Chi Minh City","7/2/2023 18:00","Non","24.9","21.88","20.43","18.44","17","20.04","10.85","65.76","32.99","27.86"
"Ho Chi Minh City","7/2/2023 19:00","Non","22.14","10.71","25.16","27.82","28.88","14.05","24.65","97.01","22.63","22.41"
"Ho Chi Minh City","7/2/2023 20:00","Fire","97.2","89.43","95.46","95.51","76.04","91.88","148.12","17.7","171.17","68.58"
"Ho Chi Minh City","7/2/2023 20:05","Fire","96.02","87.49","55.82","90.05","95.3","134.63","122.68","13.88","174.1","88.38"
"Ho Chi Minh City","7/2/2023 20:10","Fire","86.66","75.86","95.94","95.97","83.31","119.34","100.06","5.68","184.29","70.63"
"Ho Chi Minh City","7/2/2023 20:15","Fire","85.51","66.76","62.35","84.89","90.12","136.83","86.36","18.43","164.7","97.82"
"Ho Chi Minh City","7/2/2023 20:20","Fire","66.81","58.35","79.52","94.56","68.48","91.65","134.58","8.8","182.62","86.13"
"Ho Chi Minh City","7/2/2023 20:25","Fire","84.82","80.71","67.07","94.44","99.73","112.98","143.2","6.97","173.15","76.6"
"Ho Chi Minh City","7/2/2023 20:30","Fire","98.62","89.72","65.19","81.45","84.08","100.75","144.75","13.96","95.94","96.53"
"Ho Chi Minh City","7/2/2023 20:35","Fire","72.98","86.95","75.75","88.28","90.31","90.46","105.69","12.21","191.61","87.76"
"Ho Chi Minh City","7/2/2023 20:40","Fire","99.1","61.61","88.31","79.54","97.07","149.13","70.79","10.74","105.24","98.37"
"Ho Chi Minh City","7/2/2023 20:45","Fire","87.63","59.28","72.94","96.53","91.32","101.83","117.66","14.66","124.37","98.3"
"Ho Chi Minh City","7/2/2023 20:50","Fire","88.76","87.86","59.24","94.78","68.82","149.03","108.42","10.62","154.89","91.82"
"Ho Chi Minh City","7/2/2023 20:55","Fire","92.13","87.07","95.85","69.75","74.58","140.74","111.67","5.24","140","98.09"
"Ho Chi Minh City","7/2/2023 21:00","Fire","71.05","56.51","94.92","86.47","66.98","147.02","88.9","15.67","177.45","86.59"
"Ho Chi Minh City","7/2/2023 21:05","Fire","81.35","73.6","63.39","76.39","96.05","96.46","118.49","13.63","185.08","90.63"
"Ho Chi Minh City","7/2/2023 21:10","Fire","85.24","57.28","72.88","93.3","87.5","135.9","120.82","16.61","118.35","76.83"
"Ho Chi Minh City","7/2/2023 22:00","Non","35.58","14.74","14.09","18.96","25.91","26.86","29.17","92.78","26.47","22.93"
"Ho Chi Minh City","7/2/2023 23:00","Fire","66.01","66.06","94.71","67.46","66.91","116.35","148.94","10.88","161.89","69.7"
"Ho Chi Minh City","7/2/2023 23:05","Fire","76.62","65.22","77.2","82.92","67.09","91.84","142.9","19.33","113.5","81.48"
"Ho Chi Minh City","7/2/2023 23:10","Fire","87.54","62.22","83.05","63.41","80.05","87.26","76.64","9.16","91.49","72.83"
"Ho Chi Minh City","7/3/2023 0:00","Non","36.54","19.26","29.29","20.67","24.58","23.16","29.82","70.53","32.67","29.03"
"Ho Chi Minh City","7/3/2023 1:00","Non","21.25","18.32","19.96","23.49","22.38","25.5","20.74","89.6","27.35","24.12"
"Ho Chi Minh City","7/3/2023 2:00","Fire","81.95","79.72","63.92","84.91","75.06","90.91","136.3","18.61","104.37","92.63"
"Ho Chi Minh City","7/3/2023 2:05","Fire","82.03","73.51","93.89","79.61","79.13","138.08","95.72","10.2","162.14","87.26"
"Ho Chi Minh City","7/3/2023 2:10","Fire","66.72","63.9","55.84","87.33","70.99","119.57","90.65","13.12","184.27","70.29"
"Ho Chi Minh City","7/3/2023 3:00","Non","22.39","25.09","10.97","25.6","22.67","12.09","26.74","60.86","23.95","25.95"
"Ho Chi Minh City","7/3/2023 4:00","Fire","80.34","56.31","73.3","98","67.95","101.76","131.64","16.02","170.7","83.68"
"Ho Chi Minh City","7/3/2023 4:05","Fire","66.69","80.18","79.9","69.29","85.7","128.35","99.89","7.8","113.87","78.2"
"Ho Chi Minh City","7/3/2023 4:10","Fire","85.48","57.87","85.44","74.98","91.52","70.74","140.14","16.69","101.69","74.65"
"Ho Chi Minh City","7/3/2023 4:15","Fire","67.12","66.46","68.32","68.03","67.81","148.17","72.98","8.18","168.42","91.54"
"Ho Chi Minh City","7/3/2023 4:20","Fire","77.28","83.2","62.11","89.87","74.25","76.78","134.97","16.54","123.99","67.8"
"Ho Chi Minh City","7/3/2023 4:25","Fire","75.39","63.01","74","70.07","73.63","127.05","70.12","16.96","112.68","98.15"
"Ho Chi Minh City","7/3/2023 4:30","Fire","67.6","88.73","56.73","64.73","83.77","125.35","149.83","7.57","136.58","78.12"
"Ho Chi Minh City","7/3/2023 4:35","Fire","69.8","70.68","92.81","88.54","90.29","113.3","126.17","9.55","110.33","92.49"
"Ho Chi Minh City","7/3/2023 4:40","Fire","74.04","61.67","65.6","88.71","74.39","98.43","88.76","17.46","187.53","82.67"
"Ho Chi Minh City","7/3/2023 4:45","Fire","93.57","58.52","71.44","83.15","64.96","86.43","136.78","9","150.28","85.58"
"Ho Chi Minh City","7/3/2023 4:50","Fire","94.97","84.51","99.7","99.33","65.22","115.46","148.5","12.68","188.86","66.92"
"Ho Chi Minh City","7/3/2023 4:55","Fire","93.45","80.16","90.92","84.65","86.24","111.13","140.7","9.41","140.7","83.33"
"Ho Chi Minh City","7/3/2023 5:00","Fire","66.91","61.32","62.42","93.99","97.52","133.57","102.82","10.94","177.58","97.48"
"Ho Chi Minh City","7/3/2023 5:05","Fire","93","78.32","97.94","64.98","68.49","120.49","101.35","17.87","152.06","76.88"
"Ho Chi Minh City","7/3/2023 5:10","Fire","86.7","75.02","67.3","84.28","98.66","100.75","144.41","7.69","184.24","94.68"
"Ho Chi Minh City","7/3/2023 5:15","Fire","78.28","89.07","88.09","62.45","79.58","79.7","125.22","7.47","111.66","66.84"
"Ho Chi Minh City","7/3/2023 5:20","Fire","88.64","82.54","94.1","95.79","63","119.71","87.02","17.26","148.27","85.12"
"Ho Chi Minh City","7/3/2023 5:25","Fire","66.21","65.03","96.34","91.07","73.2","83.4","84.22","6.8","117.58","97.79"
"Ho Chi Minh City","7/3/2023 5:30","Fire","65.37","83.83","97.96","67.38","76.82","70.86","71.37","6.71","130.23","99.1"
"Ho Chi Minh City","7/3/2023 5:35","Fire","83.51","60.99","78.26","74.85","62.65","122.1","93.31","19.44","143.46","66.86"
"Ho Chi Minh City","7/3/2023 5:40","Fire","71.05","73.82","75.65","95.82","87.7","140.07","148.41","11.73","95.89","92.61"
"Ho Chi Minh City","7/3/2023 5:45","Fire","66.22","57.12","98.5","66.86","84.09","117.75","126.09","18.94","188.85","82.16"
"Ho Chi Minh City","7/3/2023 5:50","Fire","86.8","68.04","91.87","98.85","97.86","108.82","118.77","6.51","157.03","85.81"
"Ho Chi Minh City","7/3/2023 5:55","Fire","84.61","55.62","60.78","86.68","80.64","101.83","118.77","7.55","175.11","78.85"
"Ho Chi Minh City","7/3/2023 6:00","Fire","74.14","58.54","57.75","71.01","61.7","99.55","129.66","6.87","172.4","86.88"
"Ho Chi Minh City","7/3/2023 6:05","Fire","85.81","75.16","84.19","81.18","92.53","119.61","97.09","11.08","117.39","80.82"
"Ho Chi Minh City","7/3/2023 6:10","Fire","74.41","81.12","85.5","79.29","96.71","83.96","87.79","18.5","131.76","94.94"
"Ho Chi Minh City","7/3/2023 6:15","Fire","85.95","63.93","56.82","98.99","78.44","133.33","138.53","7.5","126.78","87.18"
"Ho Chi Minh City","7/3/2023 6:20","Fire","79.49","82.03","68.89","85.9","67.33","102.28","110.18","13.68","93.82","65.03"
"Ho Chi Minh City","7/3/2023 6:25","Fire","68.56","71.89","84.36","80.01","86.28","87.71","91.16","8.44","147","84.64"
"Ho Chi Minh City","7/3/2023 6:30","Fire","76.1","59.93","97.24","60.08","90.36","93.74","102","8.02","190.93","80.95"
"Ho Chi Minh City","7/3/2023 6:35","Fire","96.53","72.77","94.08","91.22","86.31","121.63","112.34","12.77","171.61","89.07"
"Ho Chi Minh City","7/3/2023 6:40","Fire","87.53","83.64","64.61","97.7","82.27","113.56","98.75","17.34","149.85","70.54"
"Ho Chi Minh City","7/3/2023 6:45","Fire","96.85","63.16","78.21","85.99","79.56","142.58","127.35","11.25","193.08","85.61"
"Ho Chi Minh City","7/3/2023 6:50","Fire","86.41","87.63","69.06","62.73","72.85","123.59","76.24","11.28","151.12","92.47"
"Ho Chi Minh City","7/3/2023 6:55","Fire","78.89","64.14","84.65","97.73","85.39","106.96","142.13","8.49","170.06","68.67"
"Ho Chi Minh City","7/3/2023 7:00","Non","29.07","13.33","28.56","15.33","22.6","23.04","22.46","71.67","24.02","23.16"
"Ho Chi Minh City","7/3/2023 8:00","Fire","65.53","81.96","65.62","75.06","73.79","94.78","147","7.65","185.99","98.52"
"Ho Chi Minh City","7/3/2023 8:05","Fire","74.07","78.24","64.76","80.97","78.41","105.15","126.49","18.74","119.27","67.3"
"Ho Chi Minh City","7/3/2023 8:10","Fire","74.32","65.17","91.73","66.65","63.96","93.07","88.71","12.9","146.43","72.07"
"Ho Chi Minh City","7/3/2023 8:15","Fire","69.19","57.2","61.22","71.69","90.68","139.21","86.37","15.13","93.13","99.88"
"Ho Chi Minh City","7/3/2023 8:20","Fire","91.34","57.12","72.71","76.27","70.46","121.6","116.66","16.13","179.72","71.27"
"Ho Chi Minh City","7/3/2023 8:25","Fire","73.19","69.68","95.04","67.52","76.51","119.29","146.66","18.36","160.68","87.07"
"Ho Chi Minh City","7/3/2023 8:30","Fire","78.74","67.84","66.5","97.02","92.81","99.27","80.11","18.21","153.02","65.23"
"Ho Chi Minh City","7/3/2023 8:35","Fire","98.48","61.5","56.24","64.08","73.64","70.76","75.25","16.05","125.67","84.5"
"Ho Chi Minh City","7/3/2023 8:40","Fire","65.98","57.24","81.64","87.4","92.43","118.96","128.89","14.61","99.69","75.92"
"Ho Chi Minh City","7/3/2023 8:45","Fire","75.81","87.65","82.65","91.33","95.05","140.86","121.94","5.36","125.08","94.73"
"Ho Chi Minh City","7/3/2023 8:50","Fire","72.6","87.96","65.97","75.83","76.44","110.83","114.36","18.13","129.89","66.67"
"Ho Chi Minh City","7/3/2023 8:55","Fire","69.61","69.1","98.19","97.78","77.71","102.19","115.54","13.17","151.68","66.01"
"Ho Chi Minh City","7/3/2023 9:00","Fire","92.74","79.55","86.01","70.92","88.95","131.61","98.65","10.92","156.15","68.92"
"Ho Chi Minh City","7/3/2023 9:05","Fire","87.25","61.13","70.1","97.82","79.04","83.5","138.08","18.61","176.53","75.04"
"Ho Chi Minh City","7/3/2023 9:10","Fire","73.21","70.61","72.98","63.01","68.49","136.37","79.41","12.95","138.29","92.26"
"Ho Chi Minh City","7/3/2023 9:15","Fire","73.79","72.76","89.69","60.4","81.73","135.33","141.15","8.65","106.2","97.59"
"Ho Chi Minh City","7/3/2023 9:20","Fire","84.42","74.35","87.73","67.08","87.43","94.41","100.66","12.52","114.89","74.93"
"Ho Chi Minh City","7/3/2023 9:25","Fire","85.25","55.48","85.66","76.08","71.81","110.87","123.3","18.28","154.79","96.08"
"Ho Chi Minh City","7/3/2023 9:30","Fire","99.19","73.83","71.04","99.01","72.69","110.06","133.05","18.73","162.56","68.39"
"Ho Chi Minh City","7/3/2023 9:35","Fire","74.52","66.09","72.76","92.98","94.87","92.45","135.64","7.4","123.94","92.01"
"Ho Chi Minh City","7/3/2023 9:40","Fire","92.95","56.21","75.57","81.74","78.92","100.54","85.08","18.19","170.82","96.99"
"Ho Chi Minh City","7/3/2023 9:45","Fire","74.87","83.57","84.63","64.3","86.47","71.32","116.62","9.15","113.97","99.93"
"Ho Chi Minh City","7/3/2023 9:50","Fire","76.67","82.66","71.72","83.3","73.34","71.03","76.71","14.97","186.19","93.47"
"Ho Chi Minh City","7/3/2023 9:55","Fire","93.39","82.14","55.34","71.53","87.87","81.71","127.84","18.13","189.57","91.21"
"Ho Chi Minh City","7/3/2023 10:00","Fire","80","70.91","55.98","62.57","71.48","88.88","88.81","14.24","189.02","85.74"
"Ho Chi Minh City","7/3/2023 10:05","Fire","75.61","56.59","56.31","65.7","62.88","111.19","96.86","18.66","145.73","78.44"
"Ho Chi Minh City","7/3/2023 10:10","Fire","91.18","76.33","77.16","68.37","75.8","82.55","136.78","5.95","163.27","65.69"
"Ho Chi Minh City","7/3/2023 10:15","Fire","99.44","79.54","90.51","90.4","85.92","121.22","91.58","9.37","196.27","93.58"
"Ho Chi Minh City","7/3/2023 10:20","Fire","75.31","66.6","80.39","82.14","90.9","137.16","123.38","6.86","119.2","86.71"
"Ho Chi Minh City","7/3/2023 11:00","Non","32.71","19.6","11.43","23.03","17.45","22.32","22.35","69.25","32.76","20.02"
"Ho Chi Minh City","7/3/2023 12:00","Fire","97.7","89.24","97.06","90.17","87.43","90.61","95.93","17.3","143.5","73.09"
"Ho Chi Minh City","7/3/2023 12:05","Fire","91.56","68.84","92.12","87.48","76.22","95.35","120.01","15.56","160.59","66.9"
"Ho Chi Minh City","7/3/2023 12:10","Fire","90.78","83.28","93.17","80.16","91.82","114.87","145.63","19.81","90.37","79.67"
"Ho Chi Minh City","7/3/2023 12:15","Fire","66.48","84.73","57.56","62.96","72.79","86.34","92.46","14.17","150.03","95.8"
"Ho Chi Minh City","7/3/2023 12:20","Fire","74.19","75.97","89.35","60.25","65.98","112.86","90.4","9.91","180.47","90.14"
"Ho Chi Minh City","7/3/2023 12:25","Fire","80.98","86.94","90.4","62.92","77.21","73.23","119.51","17.46","187.74","76.39"
"Ho Chi Minh City","7/3/2023 12:30","Fire","86.47","67.61","56.56","92.85","97.8","79.4","134.81","15.95","136.26","92.43"
"Ho Chi Minh City","7/3/2023 12:35","Fire","76.51","82.93","95.77","63.7","69.12","129.79","142.7","15.43","119.54","73.63"
"Ho Chi Minh City","7/3/2023 12:40","Fire","70.16","64.95","89.53","65.06","72.12","92.04","95.5","8.77","189.72","80.46"
"Ho Chi Minh City","7/3/2023 12:45","Fire","82.35","60.25","83.99","87.35","98.15","118.57","143.67","6.44","124.69","79.48"
"Ho Chi Minh City","7/3/2023 12:50","Fire","86.92","59.45","89.67","93.12","88.61","77.97","108.71","16.46","96.89","66.16"
"Ho Chi Minh City","7/3/2023 12:55","Fire","70.91","75.58","60.5","73.23","73.49","77.73","137.86","5.81","196.33","87.18"
"Ho Chi Minh City","7/3/2023 13:00","Fire","73.98","69.41","76.02","79.1","88.96","135.02","81.61","6.72","101.89","65.48"
"Ho Chi Minh City","7/3/2023 13:05","Fire","81.87","77.22","81.31","89.08","66.61","144.12","96.12","5.07","167.9","84.92"
"Ho Chi Minh City","7/3/2023 13:10","Fire","71.92","74.21","86.19","73.08","94.27","83.01","79.87","10.81","90.55","65.23"
"Ho Chi Minh City","7/3/2023 13:15","Fire","92.23","70.05","74.63","88.06","94.4","97.81","120.82","6.84","132.3","99.54"
"Ho Chi Minh City","7/3/2023 14:00","Non","39.4","15","12.51","17.91","17.62","23.04","16.93","70.34","22.5","22.84"
"Ho Chi Minh City","7/3/2023 15:00","Fire","76.31","59.14","87.77","88.04","76.86","132.76","133.48","9.3","115.19","89"
"Ho Chi Minh City","7/3/2023 15:05","Fire","78.79","81.68","96.51","79.94","76.74","105.29","89.19","7.3","156.97","74.14"
"Ho Chi Minh City","7/3/2023 15:10","Fire","89.25","65.6","65.04","60.54","66.02","73.49","149.1","18.13","144.09","96.11"
"Ho Chi Minh City","7/3/2023 15:15","Fire","79.71","70.77","91.53","71.08","64.27","118.91","128.8","13.04","188.58","90.78"
"Ho Chi Minh City","7/3/2023 16:00","Non","28.5","15.57","12.96","17.13","17.12","22.25","22.22","68.05","22.31","26.93"
"Ho Chi Minh City","7/3/2023 17:00","Non","31.96","22.31","28.68","20.54","29.98","22.09","12.61","92.28","28.75","21.42"
"Ho Chi Minh City","7/3/2023 18:00","Fire","83.29","59.36","96.03","62.79","80.23","112.32","82.69","19.52","160.63","82.49"
"Ho Chi Minh City","7/3/2023 18:05","Fire","99.27","83.58","79.1","86.16","76.74","125.71","148.11","5.45","119.06","92.23"
"Ho Chi Minh City","7/3/2023 18:10","Fire","69.45","76.77","60.48","60.76","65.02","121.36","147.22","8.26","93.05","75.79"
"Ho Chi Minh City","7/3/2023 18:15","Fire","88.3","87.05","74.17","68.23","93.83","79.12","139.23","18.22","121.84","74.69"
"Ho Chi Minh City","7/3/2023 18:20","Fire","91.78","67.86","83.54","90.07","74.98","92.44","146.44","12.98","165.33","99.35"
"Ho Chi Minh City","7/3/2023 18:25","Fire","66.64","69.87","92.53","88.54","76","81.4","121.12","17.96","196.59","73.91"
"Ho Chi Minh City","7/3/2023 18:30","Fire","98.75","56.5","90.06","92.44","90.14","110.86","109.95","10.8","95.15","79.31"
"Ho Chi Minh City","7/3/2023 18:35","Fire","74.91","76.33","76.13","83.43","64.04","98.79","126.02","5.5","180","66.01"
"Ho Chi Minh City","7/3/2023 18:40","Fire","76.53","77.26","93.68","78.23","65.26","115.23","72.19","18.07","133.44","74.84"
